ReviewID,CustomerID,ProductID,ReviewText,Rating,ReviewDate
49,4517,110,Excellent Pants!,5,2025-11-11 05:14:25.279698
50,2425,229,Okay Shirts.,3,2025-12-22 05:14:25.279698
51,1859,403,Excellent Shirts!,4,2025-11-28 05:14:25.279698
52,2510,178,Not good Accessories!,1,2025-11-30 05:14:25.279698
53,2764,471,Satisfactory Mens Jackets.,3,2025-11-16 05:14:25.279698
54,993,153,Satisfactory Mens Jackets.,3,2025-12-25 05:14:25.279698
55,2700,292,Very good Shoes!,4,2025-11-29 05:14:25.279698
56,4917,388,Bad Shirts!,1,2025-12-08 05:14:25.279698
57,4182,87,Bad Shoes!,1,2025-11-16 05:14:25.279698
58,4645,125,Not good Shirts!,1,2025-12-13 05:14:25.279698
59,4073,234,Very good Pants!,4,2025-11-03 05:14:25.279698
60,501,435,Okay Shirts.,3,2025-11-10 05:14:25.279698
61,3597,25,Bad Womens Sneakers!,2,2025-12-09 05:14:25.279698
62,2545,378,Very good Shirts!,5,2025-11-06 05:14:25.279698
63,3799,34,Amazing Dresses!,5,2025-12-10 05:14:25.279698
64,1016,90,Satisfactory Accessories.,3,2025-12-01 05:14:25.279698
65,1706,415,Excellent Womens Sneakers!,5,2025-11-06 05:14:25.279698
66,3517,144,Amazing Shoes!,4,2025-12-20 05:14:25.279698
67,4532,32,Excellent Pants!,5,2025-12-10 05:14:25.279698
68,1096,101,Too small Shirts!,1,2025-11-06 05:14:25.279698
69,2268,368,Bad Shoes!,2,2025-12-26 05:14:25.279698
70,3523,308,Poor quality Shoes!,1,2025-11-30 05:14:25.279698
71,1905,419,Okay Pants.,3,2025-11-08 05:14:25.279698
72,4486,280,Excellent Mens Jackets!,5,2025-12-14 05:14:25.279698
73,3069,334,Very good Womens Sneakers!,4,2025-11-27 05:14:25.279698
74,476,123,Disappointed Shirts!,1,2025-11-14 05:14:25.279698
75,2680,86,Great Mens Jackets!,5,2025-12-20 05:14:25.279698
76,3785,93,Satisfactory Dresses.,3,2025-11-22 05:14:25.279698
77,3147,222,Not good Dresses!,1,2025-11-11 05:14:25.279698
78,2312,62,Too small Womens Sneakers!,2,2025-11-10 05:14:25.279698
79,1135,423,Too small Dresses!,2,2025-11-28 05:14:25.279698
80,2665,224,Very good Pants!,4,2025-11-20 05:14:25.279698
81,2851,349,Amazing Shoes!,5,2025-12-14 05:14:25.279698
82,3570,268,Amazing Womens Sneakers!,5,2025-12-21 05:14:25.279698
83,4741,290,Disappointed Dresses!,2,2025-11-20 05:14:25.279698
84,4007,332,Okay Womens Sneakers.,3,2025-11-10 05:14:25.279698
85,1581,2,Great Womens Sneakers!,5,2025-12-01 05:14:25.279698
86,545,259,Satisfactory Mens Jackets.,3,2025-11-24 05:14:25.279698
87,1332,253,Great Mens Jackets!,4,2025-11-15 05:14:25.279698
88,2561,446,Bad Shirts!,2,2025-12-17 05:14:25.279698
89,4041,8,Excellent Pants!,5,2025-12-14 05:14:25.279698
90,2300,270,Very good Accessories!,4,2025-11-06 05:14:25.279698
91,4583,227,Disappointed Womens Sneakers!,1,2025-12-30 05:14:25.279698
92,2435,265,Amazing Shirts!,4,2025-11-21 05:14:25.279698
93,3679,289,Great Shoes!,5,2025-12-24 05:14:25.279698
94,2470,309,Okay Accessories.,3,2025-12-05 05:14:25.279698
95,211,266,Love this Womens Sneakers!,4,2025-12-06 05:14:25.279698
96,2946,119,Not good Dresses!,2,2025-12-09 05:14:25.279698
97,2797,411,Amazing Dresses!,4,2025-11-21 05:14:25.279698
98,1249,233,Bad Accessories!,1,2026-01-01 05:14:25.279698
99,1237,390,Excellent Accessories!,4,2025-12-05 05:14:25.279698
100,4310,299,Poor quality Womens Sneakers!,1,2025-11-13 05:14:25.279698
101,3929,403,Poor quality Accessories!,2,2025-12-13 05:14:25.279698
102,3412,197,Excellent Shirts!,5,2025-12-19 05:14:25.279698
103,1991,486,Great Mens Jackets!,5,2025-11-11 05:14:25.279698
104,3746,445,Not good Dresses!,1,2025-12-22 05:14:25.279698
105,539,220,Great Dresses!,5,2025-11-06 05:14:25.279698
106,3694,149,Average Shirts.,3,2025-12-24 05:14:25.279698
107,4390,61,Excellent Accessories!,5,2025-11-22 05:14:25.279698
108,3791,292,Love this Womens Sneakers!,4,2025-11-24 05:14:25.279698
109,4849,473,Okay Dresses.,3,2025-11-07 05:14:25.279698
110,382,109,Okay Accessories.,3,2025-11-11 05:14:25.279698
111,512,244,Too small Shirts!,1,2025-11-03 05:14:25.279698
112,1603,397,Great Dresses!,5,2025-11-05 05:14:25.279698
113,4794,359,Amazing Shoes!,5,2025-12-17 05:14:25.279698
114,3786,48,Excellent Accessories!,4,2025-12-28 05:14:25.279698
115,714,498,Disappointed Shirts!,2,2025-11-23 05:14:25.279698
116,4156,347,Not good Accessories!,2,2025-11-24 05:14:25.279698
117,2504,53,Average Accessories.,3,2025-11-30 05:14:25.279698
118,140,180,Okay Mens Jackets.,3,2025-11-09 05:14:25.279698
119,2188,112,Great Womens Sneakers!,4,2025-11-04 05:14:25.279698
120,1768,25,Love this Womens Sneakers!,4,2025-11-08 05:14:25.279698
121,3056,159,Love this Womens Sneakers!,4,2025-11-13 05:14:25.279698
122,2152,210,Bad Accessories!,2,2025-11-05 05:14:25.279698
123,2213,106,Too small Dresses!,2,2025-12-01 05:14:25.279698
124,3270,296,Great Pants!,5,2025-12-23 05:14:25.279698
125,3956,252,Great Pants!,5,2025-11-24 05:14:25.279698
126,1720,96,Not good Dresses!,2,2025-11-07 05:14:25.279698
127,3452,111,Satisfactory Shoes.,3,2025-12-08 05:14:25.279698
128,3650,59,Satisfactory Pants.,3,2025-12-26 05:14:25.279698
129,1047,444,Love this Shoes!,4,2025-12-01 05:14:25.279698
130,4357,134,Amazing Womens Sneakers!,4,2025-11-13 05:14:25.279698
131,3487,98,Disappointed Accessories!,2,2025-11-16 05:14:25.279698
132,2298,264,Not good Pants!,2,2025-11-04 05:14:25.279698
133,4651,157,Bad Womens Sneakers!,2,2025-11-11 05:14:25.279698
134,3457,134,Great Mens Jackets!,5,2025-12-15 05:14:25.279698
135,1739,88,Excellent Shoes!,5,2025-12-26 05:14:25.279698
136,2871,162,Great Shoes!,5,2025-11-15 05:14:25.279698
137,3328,122,Amazing Womens Sneakers!,4,2025-11-09 05:14:25.279698
138,35,157,Satisfactory Shoes.,3,2025-12-03 05:14:25.279698
139,1210,312,Great Shoes!,5,2025-12-21 05:14:25.279698
140,4923,46,Average Shirts.,3,2025-12-13 05:14:25.279698
141,587,497,Too small Mens Jackets!,1,2025-12-26 05:14:25.279698
142,1562,432,Love this Womens Sneakers!,4,2025-12-03 05:14:25.279698
143,2512,474,Poor quality Womens Sneakers!,1,2025-12-31 05:14:25.279698
144,2998,6,Very good Pants!,5,2026-01-01 05:14:25.279698
145,2817,120,Satisfactory Womens Sneakers.,3,2025-12-29 05:14:25.279698
146,2537,112,Amazing Shoes!,4,2025-12-07 05:14:25.279698
147,3212,101,Great Accessories!,4,2025-11-16 05:14:25.279698
148,4412,227,Excellent Shirts!,4,2025-12-05 05:14:25.279698
149,2375,363,Bad Accessories!,1,2025-11-28 05:14:25.279698
150,1420,50,Not good Accessories!,1,2025-11-12 05:14:25.279698
151,2682,399,Bad Dresses!,1,2025-12-25 05:14:25.279698
152,1696,178,Disappointed Womens Sneakers!,1,2025-12-07 05:14:25.279698
153,3311,331,Disappointed Shoes!,1,2025-11-28 05:14:25.279698
154,247,201,Amazing Womens Sneakers!,5,2025-11-08 05:14:25.279698
155,251,16,Very good Accessories!,4,2025-12-13 05:14:25.279698
156,856,167,Excellent Womens Sneakers!,4,2025-11-12 05:14:25.279698
157,3419,379,Love this Shoes!,5,2025-11-03 05:14:25.279698
158,3667,496,Too small Mens Jackets!,2,2025-12-21 05:14:25.279698
159,3394,60,Love this Pants!,4,2025-11-05 05:14:25.279698
160,123,152,Excellent Accessories!,5,2025-12-28 05:14:25.279698
161,4310,282,Average Mens Jackets.,3,2025-11-19 05:14:25.279698
162,885,373,Not good Shirts!,2,2025-12-08 05:14:25.279698
163,4344,259,Too small Shirts!,1,2025-11-19 05:14:25.279698
164,2490,194,Not good Womens Sneakers!,2,2025-12-21 05:14:25.279698
165,2495,176,Not good Shoes!,1,2025-11-22 05:14:25.279698
166,3226,113,Excellent Dresses!,5,2025-11-04 05:14:25.279698
167,1384,46,Okay Pants.,3,2025-12-02 05:14:25.279698
168,2792,202,Amazing Womens Sneakers!,5,2025-11-20 05:14:25.279698
169,4483,332,Satisfactory Shoes.,3,2025-12-11 05:14:25.279698
170,3863,90,Bad Pants!,2,2025-12-29 05:14:25.279698
171,3252,303,Great Shoes!,5,2025-12-09 05:14:25.279698
172,3697,84,Amazing Dresses!,5,2025-11-03 05:14:25.279698
173,1654,395,Amazing Accessories!,4,2025-12-25 05:14:25.279698
174,3119,52,Great Shirts!,5,2025-12-20 05:14:25.279698
175,4050,403,Disappointed Mens Jackets!,2,2025-12-05 05:14:25.279698
176,2401,460,Bad Shirts!,2,2025-12-19 05:14:25.279698
177,191,407,Great Pants!,4,2025-11-05 05:14:25.279698
178,2977,219,Excellent Dresses!,5,2025-12-23 05:14:25.279698
179,3688,222,Disappointed Accessories!,1,2025-12-02 05:14:25.279698
180,4074,202,Amazing Accessories!,4,2025-12-19 05:14:25.279698
181,825,338,Disappointed Dresses!,2,2025-11-12 05:14:25.279698
182,366,428,Great Pants!,4,2025-12-19 05:14:25.279698
183,1801,384,Not good Mens Jackets!,1,2025-11-11 05:14:25.279698
184,157,55,Disappointed Pants!,1,2025-12-18 05:14:25.279698
185,4972,104,Excellent Shoes!,5,2025-12-16 05:14:25.279698
186,1364,413,Excellent Dresses!,5,2025-12-12 05:14:25.279698
187,3672,220,Too small Pants!,1,2025-11-11 05:14:25.279698
188,3159,377,Poor quality Womens Sneakers!,2,2025-12-21 05:14:25.279698
189,4887,404,Poor quality Shoes!,2,2025-12-13 05:14:25.279698
190,2797,278,Excellent Accessories!,5,2025-12-31 05:14:25.279698
191,782,382,Amazing Shoes!,4,2025-12-15 05:14:25.279698
192,4946,120,Excellent Pants!,5,2025-11-18 05:14:25.279698
193,2489,38,Very good Shoes!,5,2025-12-29 05:14:25.279698
194,3032,163,Great Shirts!,4,2025-12-01 05:14:25.279698
195,2761,299,Great Shirts!,4,2025-12-14 05:14:25.279698
196,3600,318,Poor quality Shirts!,1,2025-12-19 05:14:25.279698
197,593,168,Great Pants!,5,2025-12-23 05:14:25.279698
198,4767,313,Disappointed Womens Sneakers!,1,2025-11-22 05:14:25.279698
199,4643,429,Amazing Shirts!,4,2025-12-27 05:14:25.279698
200,243,168,Great Mens Jackets!,4,2025-12-03 05:14:25.279698
201,2194,219,Very good Dresses!,5,2025-12-18 05:14:25.279698
202,3266,479,Disappointed Dresses!,1,2025-11-03 05:14:25.279698
203,764,232,Amazing Womens Sneakers!,5,2025-11-23 05:14:25.279698
204,4207,106,Disappointed Shirts!,1,2025-11-10 05:14:25.279698
205,1840,129,Average Pants.,3,2025-11-26 05:14:25.279698
206,2331,70,Average Womens Sneakers.,3,2025-12-09 05:14:25.279698
207,1774,408,Love this Dresses!,5,2026-01-01 05:14:25.279698
208,4592,208,Love this Pants!,4,2025-11-07 05:14:25.279698
209,4117,377,Not good Mens Jackets!,2,2025-11-28 05:14:25.279698
210,4154,463,Very good Shirts!,4,2025-12-05 05:14:25.279698
211,1745,35,Average Shoes.,3,2025-11-20 05:14:25.279698
212,3668,302,Great Mens Jackets!,4,2025-11-15 05:14:25.279698
213,1840,496,Poor quality Mens Jackets!,1,2025-12-18 05:14:25.279698
214,55,435,Average Accessories.,3,2025-12-31 05:14:25.279698
215,2608,43,Excellent Dresses!,4,2025-11-13 05:14:25.279698
216,133,475,Disappointed Pants!,2,2025-11-07 05:14:25.279698
217,1228,299,Amazing Womens Sneakers!,4,2025-12-08 05:14:25.279698
218,4626,441,Too small Womens Sneakers!,2,2025-12-18 05:14:25.279698
219,674,272,Bad Dresses!,2,2025-11-15 05:14:25.279698
220,1163,367,Very good Shirts!,5,2025-12-05 05:14:25.279698
221,610,57,Not good Shoes!,2,2025-12-13 05:14:25.279698
222,2514,71,Amazing Womens Sneakers!,5,2025-11-27 05:14:25.279698
223,3984,126,Disappointed Accessories!,2,2025-11-30 05:14:25.279698
224,3973,451,Okay Accessories.,3,2025-11-17 05:14:25.279698
225,2073,300,Okay Accessories.,3,2025-12-29 05:14:25.279698
226,4320,297,Bad Shirts!,2,2025-11-19 05:14:25.279698
227,160,175,Excellent Pants!,5,2025-11-20 05:14:25.279698
228,4815,331,Too small Shirts!,2,2025-11-05 05:14:25.279698
229,2005,222,Too small Womens Sneakers!,1,2025-11-18 05:14:25.279698
230,648,138,Disappointed Accessories!,1,2025-11-19 05:14:25.279698
231,3199,440,Love this Dresses!,4,2025-12-27 05:14:25.279698
232,4010,381,Poor quality Shoes!,2,2025-12-15 05:14:25.279698
233,2582,237,Too small Shirts!,1,2025-12-20 05:14:25.279698
234,1180,169,Excellent Accessories!,4,2025-12-12 05:14:25.279698
235,1436,132,Too small Womens Sneakers!,2,2025-11-14 05:14:25.279698
236,4192,395,Okay Womens Sneakers.,3,2025-12-16 05:14:25.279698
237,1453,416,Not good Shoes!,1,2025-12-03 05:14:25.279698
238,1198,26,Too small Dresses!,1,2025-12-26 05:14:25.279698
239,2234,207,Too small Dresses!,1,2025-12-02 05:14:25.279698
240,4798,188,Not good Mens Jackets!,2,2025-12-08 05:14:25.279698
241,1507,413,Amazing Accessories!,4,2025-12-19 05:14:25.279698
242,4345,241,Amazing Shirts!,5,2025-12-05 05:14:25.279698
243,3500,334,Average Accessories.,3,2025-11-15 05:14:25.279698
244,3176,220,Great Womens Sneakers!,4,2025-12-20 05:14:25.279698
245,3703,335,Poor quality Womens Sneakers!,1,2025-11-29 05:14:25.279698
246,909,192,Satisfactory Mens Jackets.,3,2025-12-07 05:14:25.279698
247,144,164,Great Womens Sneakers!,5,2025-12-15 05:14:25.279698
248,1350,334,Okay Shirts.,3,2025-12-17 05:14:25.279698
249,4714,27,Too small Shirts!,1,2025-11-10 05:14:25.279698
250,4608,406,Satisfactory Shoes.,3,2025-12-09 05:14:25.279698
251,1552,353,Disappointed Shoes!,1,2025-12-07 05:14:25.279698
252,1633,129,Love this Shoes!,5,2025-11-06 05:14:25.279698
253,2724,39,Very good Womens Sneakers!,5,2025-12-01 05:14:25.279698
254,585,42,Bad Pants!,2,2025-12-27 05:14:25.279698
255,1745,41,Love this Shirts!,5,2025-11-20 05:14:25.279698
256,903,395,Bad Pants!,1,2025-12-08 05:14:25.279698
257,3071,447,Not good Accessories!,2,2025-11-06 05:14:25.279698
258,2262,113,Great Accessories!,4,2025-12-02 05:14:25.279698
259,2375,426,Excellent Dresses!,5,2025-12-01 05:14:25.279698
260,4429,215,Very good Shirts!,5,2025-11-19 05:14:25.279698
261,1264,27,Excellent Dresses!,4,2026-01-01 05:14:25.279698
262,1265,336,Too small Accessories!,2,2025-11-04 05:14:25.279698
263,4828,435,Amazing Accessories!,5,2025-12-08 05:14:25.279698
264,1256,484,Very good Womens Sneakers!,4,2025-12-21 05:14:25.279698
265,898,413,Too small Pants!,1,2025-11-14 05:14:25.279698
266,2286,293,Amazing Shirts!,5,2025-12-12 05:14:25.279698
267,4194,437,Not good Shoes!,1,2025-12-23 05:14:25.279698
268,3257,315,Love this Pants!,4,2025-11-24 05:14:25.279698
269,932,378,Average Mens Jackets.,3,2025-11-17 05:14:25.279698
270,1438,455,Not good Dresses!,2,2025-11-25 05:14:25.279698
271,3596,40,Amazing Pants!,5,2025-12-14 05:14:25.279698
272,3022,174,Very good Mens Jackets!,5,2025-12-21 05:14:25.279698
273,1375,321,Poor quality Womens Sneakers!,2,2025-12-15 05:14:25.279698
274,3370,159,Okay Pants.,3,2025-12-24 05:14:25.279698
275,3048,200,Average Accessories.,3,2025-12-26 05:14:25.279698
276,296,204,Love this Shirts!,5,2025-11-05 05:14:25.279698
277,3227,278,Too small Mens Jackets!,1,2025-11-14 05:14:25.279698
278,3131,482,Poor quality Accessories!,1,2025-12-28 05:14:25.279698
279,117,218,Satisfactory Womens Sneakers.,3,2025-12-21 05:14:25.279698
280,2290,145,Not good Dresses!,2,2025-12-12 05:14:25.279698
281,4012,59,Not good Mens Jackets!,1,2025-12-12 05:14:25.279698
282,2185,282,Average Shirts.,3,2025-12-01 05:14:25.279698
283,4939,405,Disappointed Dresses!,2,2025-12-11 05:14:25.279698
284,983,383,Bad Mens Jackets!,2,2025-12-26 05:14:25.279698
285,907,331,Too small Womens Sneakers!,2,2025-12-04 05:14:25.279698
286,4123,398,Not good Pants!,1,2025-11-26 05:14:25.279698
287,2083,472,Too small Accessories!,2,2025-11-05 05:14:25.279698
288,4901,121,Too small Mens Jackets!,1,2025-11-13 05:14:25.279698
289,1749,206,Bad Shirts!,2,2025-11-19 05:14:25.279698
290,1608,185,Bad Shirts!,2,2025-11-18 05:14:25.279698
291,4204,321,Average Shirts.,3,2025-12-21 05:14:25.279698
292,1410,378,Too small Dresses!,2,2025-11-12 05:14:25.279698
293,4652,171,Not good Shirts!,2,2025-12-14 05:14:25.279698
294,854,397,Not good Shirts!,2,2025-12-18 05:14:25.279698
295,1008,7,Excellent Accessories!,4,2025-11-13 05:14:25.279698
296,4379,352,Great Accessories!,5,2025-12-25 05:14:25.279698
297,2694,131,Disappointed Shoes!,2,2025-12-13 05:14:25.279698
298,2811,401,Not good Dresses!,2,2025-12-03 05:14:25.279698
299,2590,254,Poor quality Dresses!,1,2025-12-24 05:14:25.279698
300,1358,144,Great Shoes!,5,2025-12-11 05:14:25.279698
301,1390,473,Too small Shirts!,2,2025-11-26 05:14:25.279698
302,2442,215,Amazing Dresses!,5,2025-12-08 05:14:25.279698
303,4840,414,Poor quality Womens Sneakers!,2,2025-12-08 05:14:25.279698
304,1919,142,Disappointed Dresses!,2,2025-11-19 05:14:25.279698
305,2913,114,Excellent Shoes!,4,2025-12-11 05:14:25.279698
306,3177,9,Very good Accessories!,5,2025-12-04 05:14:25.279698
307,2416,272,Okay Mens Jackets.,3,2026-01-01 05:14:25.279698
308,1377,435,Okay Pants.,3,2025-11-15 05:14:25.279698
309,2194,117,Very good Pants!,5,2025-12-23 05:14:25.279698
310,3699,366,Satisfactory Womens Sneakers.,3,2025-12-15 05:14:25.279698
311,2740,351,Excellent Dresses!,5,2025-12-07 05:14:25.279698
312,3631,222,Very good Shoes!,5,2025-12-29 05:14:25.279698
313,1516,97,Okay Mens Jackets.,3,2025-11-10 05:14:25.279698
314,496,195,Too small Dresses!,2,2025-12-11 05:14:25.279698
315,2095,388,Average Pants.,3,2025-11-14 05:14:25.279698
316,4407,439,Okay Dresses.,3,2025-11-16 05:14:25.279698
317,2870,447,Too small Womens Sneakers!,1,2025-12-06 05:14:25.279698
318,2072,281,Love this Shoes!,5,2025-11-25 05:14:25.279698
319,1568,481,Very good Mens Jackets!,5,2025-12-04 05:14:25.279698
320,2897,259,Okay Womens Sneakers.,3,2025-12-04 05:14:25.279698
321,1157,403,Amazing Womens Sneakers!,5,2025-12-16 05:14:25.279698
322,4245,361,Excellent Shoes!,5,2025-11-09 05:14:25.279698
323,2592,40,Love this Shoes!,5,2025-11-28 05:14:25.279698
324,2996,260,Average Dresses.,3,2025-12-14 05:14:25.279698
325,1571,461,Poor quality Womens Sneakers!,2,2025-12-13 05:14:25.279698
326,328,389,Average Shoes.,3,2025-12-10 05:14:25.279698
327,4383,492,Excellent Dresses!,5,2025-11-21 05:14:25.279698
328,824,278,Bad Dresses!,1,2025-12-06 05:14:25.279698
329,665,114,Poor quality Shoes!,2,2025-11-16 05:14:25.279698
330,346,324,Poor quality Pants!,2,2025-12-10 05:14:25.279698
331,657,220,Disappointed Pants!,1,2025-12-11 05:14:25.279698
332,1224,123,Disappointed Dresses!,2,2025-12-29 05:14:25.279698
333,3863,331,Great Womens Sneakers!,5,2025-11-29 05:14:25.279698
334,3610,414,Poor quality Mens Jackets!,1,2025-11-26 05:14:25.279698
335,3089,298,Poor quality Shoes!,1,2025-12-22 05:14:25.279698
336,2306,487,Love this Dresses!,4,2025-12-02 05:14:25.279698
337,4593,56,Too small Accessories!,2,2025-11-12 05:14:25.279698
338,2799,412,Very good Shoes!,4,2025-12-03 05:14:25.279698
339,4551,458,Satisfactory Womens Sneakers.,3,2025-11-08 05:14:25.279698
340,4174,382,Okay Shirts.,3,2025-11-16 05:14:25.279698
341,2334,85,Poor quality Dresses!,2,2025-11-30 05:14:25.279698
342,1929,83,Not good Mens Jackets!,1,2025-12-18 05:14:25.279698
343,808,227,Great Shirts!,5,2026-01-01 05:14:25.279698
344,227,218,Amazing Shoes!,4,2025-11-05 05:14:25.279698
345,970,19,Love this Pants!,5,2025-12-29 05:14:25.279698
346,2892,360,Disappointed Shoes!,2,2025-12-25 05:14:25.279698
347,1370,434,Poor quality Womens Sneakers!,2,2025-12-14 05:14:25.279698
348,4690,74,Bad Shirts!,2,2025-11-29 05:14:25.279698
349,372,383,Love this Dresses!,5,2025-11-14 05:14:25.279698
350,2428,464,Very good Pants!,5,2025-11-04 05:14:25.279698
351,2383,381,Very good Pants!,4,2025-11-26 05:14:25.279698
352,3811,197,Satisfactory Dresses.,3,2025-12-15 05:14:25.279698
353,3632,238,Great Womens Sneakers!,5,2025-12-19 05:14:25.279698
354,2795,250,Love this Shirts!,5,2025-11-20 05:14:25.279698
355,428,437,Disappointed Womens Sneakers!,1,2025-12-10 05:14:25.279698
356,3821,77,Okay Mens Jackets.,3,2025-12-05 05:14:25.279698
357,3235,238,Very good Womens Sneakers!,4,2025-11-19 05:14:25.279698
358,4546,53,Poor quality Dresses!,1,2025-12-12 05:14:25.279698
359,4499,90,Great Accessories!,5,2025-11-08 05:14:25.279698
360,730,276,Disappointed Shirts!,2,2025-11-17 05:14:25.279698
361,76,77,Love this Accessories!,5,2025-12-26 05:14:25.279698
362,1676,387,Too small Womens Sneakers!,1,2025-12-24 05:14:25.279698
363,1007,235,Satisfactory Womens Sneakers.,3,2025-11-10 05:14:25.279698
364,1103,469,Amazing Mens Jackets!,4,2025-11-03 05:14:25.279698
365,2821,293,Very good Shirts!,4,2025-11-19 05:14:25.279698
366,2158,106,Satisfactory Dresses.,3,2025-12-15 05:14:25.279698
367,3219,245,Excellent Accessories!,5,2025-12-01 05:14:25.279698
368,2064,247,Satisfactory Dresses.,3,2025-12-08 05:14:25.279698
369,2009,242,Average Shirts.,3,2025-12-23 05:14:25.279698
370,3809,22,Amazing Mens Jackets!,5,2025-11-07 05:14:25.279698
371,1554,409,Poor quality Dresses!,1,2025-11-28 05:14:25.279698
372,3762,116,Disappointed Accessories!,1,2025-12-09 05:14:25.279698
373,1781,424,Great Shirts!,4,2025-12-06 05:14:25.279698
374,4560,207,Very good Dresses!,4,2025-12-28 05:14:25.279698
375,4453,478,Not good Shirts!,2,2025-12-27 05:14:25.279698
376,288,441,Bad Pants!,1,2025-12-09 05:14:25.279698
377,3633,271,Disappointed Shoes!,2,2025-11-18 05:14:25.279698
378,3122,230,Amazing Dresses!,4,2025-12-12 05:14:25.279698
379,568,93,Bad Womens Sneakers!,2,2025-11-11 05:14:25.279698
380,1228,150,Great Pants!,4,2025-12-09 05:14:25.279698
381,2679,43,Not good Pants!,1,2025-12-16 05:14:25.279698
382,2966,87,Great Accessories!,4,2025-11-11 05:14:25.279698
383,4588,60,Average Womens Sneakers.,3,2025-12-02 05:14:25.279698
384,2962,426,Excellent Womens Sneakers!,5,2025-12-28 05:14:25.279698
385,933,9,Poor quality Shirts!,2,2025-12-25 05:14:25.279698
386,4070,42,Too small Shoes!,2,2025-11-23 05:14:25.279698
387,1609,460,Too small Shirts!,2,2025-11-26 05:14:25.279698
388,595,135,Very good Mens Jackets!,5,2025-12-26 05:14:25.279698
389,2501,267,Love this Womens Sneakers!,5,2025-11-08 05:14:25.279698
390,3234,26,Satisfactory Shirts.,3,2025-12-25 05:14:25.279698
391,3470,182,Amazing Shirts!,4,2025-11-20 05:14:25.279698
392,2349,134,Love this Dresses!,4,2025-12-31 05:14:25.279698
393,2326,320,Too small Womens Sneakers!,1,2025-11-18 05:14:25.279698
394,2356,75,Very good Womens Sneakers!,4,2025-11-08 05:14:25.279698
395,4490,288,Bad Accessories!,2,2025-11-19 05:14:25.279698
