ReviewID,CustomerID,ProductID,ReviewText,Rating
294,3571,129,Very good Shirts!,5
295,4778,146,Love this Dresses!,4
296,1443,460,Amazing Womens Sneakers!,4
297,1712,354,Very good Shoes!,4
298,2674,219,Too small Shirts!,1
299,3767,333,Amazing Accessories!,4
300,3943,154,Poor quality Accessories!,1
301,3225,110,Great Shirts!,4
302,4559,216,Average Shoes.,3
303,3148,294,Great Pants!,5
304,4705,291,Love this Dresses!,4
305,548,56,Excellent Pants!,5
306,4836,258,Satisfactory Shirts.,3
307,4746,309,Not good Mens Jackets!,1
308,3211,104,Great Pants!,5
309,9,77,Amazing Womens Sneakers!,5
310,1209,207,Disappointed Womens Sneakers!,1
311,1145,415,Okay Mens Jackets.,3
312,828,271,Disappointed Accessories!,2
313,1876,371,Satisfactory Shoes.,3
314,3529,307,Love this Accessories!,4
315,519,474,Very good Pants!,4
316,289,473,Too small Womens Sneakers!,1
317,2700,300,Very good Accessories!,5
318,228,324,Very good Womens Sneakers!,4
319,4340,132,Great Pants!,5
320,1691,180,Satisfactory Mens Jackets.,3
321,4191,92,Love this Shoes!,4
322,4681,294,Very good Womens Sneakers!,5
323,2643,295,Great Shoes!,5
324,4203,418,Excellent Accessories!,5
325,1084,273,Okay Shirts.,3
326,4986,496,Disappointed Shoes!,1
327,4509,101,Bad Accessories!,1
328,123,38,Okay Shoes.,3
329,1679,485,Poor quality Pants!,2
330,4555,103,Too small Shirts!,2
331,4934,330,Excellent Dresses!,5
332,4422,354,Poor quality Shirts!,2
333,3251,123,Excellent Accessories!,5
334,997,110,Excellent Accessories!,5
335,1427,69,Disappointed Pants!,1
336,4931,276,Very good Accessories!,5
337,4798,412,Not good Shoes!,2
338,4140,462,Disappointed Shoes!,2
339,3118,392,Not good Shoes!,1
340,3977,351,Satisfactory Accessories.,3
341,1222,246,Great Dresses!,5
342,2033,206,Poor quality Mens Jackets!,2
343,1384,433,Not good Womens Sneakers!,2
344,4163,48,Average Dresses.,3
345,1816,218,Not good Shirts!,1
346,966,53,Love this Womens Sneakers!,5
347,1761,302,Great Womens Sneakers!,5
348,3743,369,Poor quality Pants!,1
349,2303,317,Great Pants!,4
350,4660,63,Disappointed Mens Jackets!,1
351,1698,269,Very good Accessories!,5
352,1885,383,Amazing Shirts!,5
353,747,163,Very good Accessories!,4
354,1857,48,Bad Womens Sneakers!,2
355,975,481,Poor quality Accessories!,2
356,3522,216,Excellent Pants!,4
357,818,330,Love this Shoes!,4
358,3006,341,Excellent Accessories!,4
359,4641,232,Average Mens Jackets.,3
360,1894,407,Not good Dresses!,1
361,3843,400,Very good Shoes!,5
362,3596,2,Poor quality Shirts!,2
363,801,28,Too small Shoes!,1
364,3111,35,Satisfactory Womens Sneakers.,3
365,2310,10,Poor quality Womens Sneakers!,2
366,3862,422,Average Accessories.,3
367,3199,322,Poor quality Mens Jackets!,1
368,2643,50,Very good Dresses!,5
369,3678,484,Very good Pants!,5
370,3707,243,Great Shoes!,5
371,4686,90,Average Womens Sneakers.,3
372,2321,17,Too small Shirts!,1
373,3075,26,Bad Accessories!,1
374,4978,334,Too small Shirts!,1
375,3084,424,Love this Mens Jackets!,4
376,866,457,Satisfactory Accessories.,3
377,4543,200,Great Shoes!,5
378,1219,225,Very good Womens Sneakers!,4
379,1570,20,Okay Dresses.,3
380,1105,447,Average Dresses.,3
381,1293,233,Great Accessories!,4
382,2203,316,Amazing Dresses!,5
383,1306,82,Very good Dresses!,4
384,1854,437,Poor quality Dresses!,1
385,1049,404,Bad Accessories!,2
386,4477,161,Bad Pants!,2
387,1964,128,Satisfactory Mens Jackets.,3
388,1641,157,Average Womens Sneakers.,3
389,4687,9,Satisfactory Mens Jackets.,3
390,372,476,Love this Shoes!,5
391,3030,187,Bad Womens Sneakers!,1
392,1999,483,Disappointed Shoes!,2
393,2979,166,Bad Shirts!,2
394,3842,358,Disappointed Womens Sneakers!,1
395,322,299,Disappointed Accessories!,1
396,2658,481,Satisfactory Mens Jackets.,3
397,97,20,Too small Womens Sneakers!,2
398,3515,72,Average Pants.,3
399,1173,217,Amazing Shoes!,4
400,1368,388,Not good Womens Sneakers!,1
401,2027,360,Too small Shirts!,2
402,15,283,Bad Shoes!,1
403,201,332,Great Dresses!,4
404,1797,289,Love this Shirts!,5
405,3630,340,Love this Dresses!,5
406,6,289,Excellent Pants!,4
407,4485,310,Very good Accessories!,5
408,1158,270,Disappointed Mens Jackets!,1
409,1908,196,Too small Pants!,1
410,2217,429,Great Mens Jackets!,5
411,3175,315,Amazing Shoes!,5
412,359,294,Too small Shoes!,2
413,527,51,Love this Shoes!,4
414,2359,496,Excellent Shoes!,4
415,1005,310,Okay Dresses.,3
416,3910,402,Too small Accessories!,2
417,1076,435,Amazing Mens Jackets!,4
418,2166,365,Too small Pants!,1
419,3451,276,Average Mens Jackets.,3
420,2423,211,Very good Shoes!,5
421,1225,392,Average Mens Jackets.,3
422,1442,200,Poor quality Dresses!,1
423,197,500,Satisfactory Shoes.,3
424,3765,254,Very good Pants!,4
425,4186,206,Disappointed Accessories!,1
426,2152,251,Great Pants!,4
427,2434,383,Too small Pants!,1
428,1803,339,Average Shirts.,3
429,1595,173,Excellent Shoes!,5
430,4349,197,Poor quality Accessories!,1
431,4040,268,Poor quality Shoes!,1
432,652,139,Too small Dresses!,1
433,2625,380,Average Shoes.,3
434,1548,222,Disappointed Shoes!,1
435,4875,303,Bad Dresses!,1
436,1868,439,Poor quality Womens Sneakers!,2
437,4745,195,Average Shirts.,3
438,2028,198,Excellent Pants!,4
439,1197,196,Average Dresses.,3
440,4206,18,Love this Accessories!,4
441,939,201,Not good Womens Sneakers!,2
442,893,412,Very good Womens Sneakers!,4
443,4589,295,Amazing Shoes!,4
444,122,172,Amazing Dresses!,5
445,4060,69,Not good Shirts!,2
446,2157,420,Amazing Shirts!,5
447,952,419,Love this Shirts!,4
448,3357,9,Disappointed Mens Jackets!,1
449,1510,397,Great Pants!,4
450,222,262,Very good Accessories!,4
451,2807,495,Too small Shoes!,2
452,4788,76,Disappointed Pants!,2
453,14,313,Very good Pants!,4
454,1685,391,Satisfactory Accessories.,3
455,88,160,Very good Shoes!,4
456,3722,252,Love this Mens Jackets!,4
457,4610,279,Not good Womens Sneakers!,1
458,380,227,Very good Pants!,4
459,2831,380,Okay Dresses.,3
460,3623,266,Too small Dresses!,2
461,1347,321,Poor quality Shirts!,2
462,1018,265,Too small Dresses!,1
463,1042,293,Poor quality Pants!,2
464,2584,249,Excellent Dresses!,4
465,3585,170,Not good Pants!,2
466,119,319,Poor quality Dresses!,1
467,1409,192,Not good Dresses!,1
468,2082,205,Disappointed Mens Jackets!,2
469,2510,32,Satisfactory Womens Sneakers.,3
470,3985,205,Not good Mens Jackets!,1
471,3566,169,Excellent Shoes!,4
472,1078,355,Great Womens Sneakers!,4
473,4840,238,Okay Pants.,3
474,4694,381,Poor quality Dresses!,2
475,3466,349,Too small Shoes!,2
476,1407,359,Excellent Shirts!,4
477,1669,457,Average Mens Jackets.,3
478,4355,406,Great Dresses!,5
479,4575,254,Great Dresses!,5
480,2559,309,Okay Dresses.,3
481,1954,69,Bad Pants!,2
482,2694,381,Too small Womens Sneakers!,2
483,2754,381,Average Mens Jackets.,3
484,631,283,Bad Shirts!,1
485,4407,334,Not good Pants!,1
486,1607,142,Great Pants!,4
487,3975,35,Poor quality Mens Jackets!,2
488,861,135,Love this Shirts!,4
489,1913,168,Not good Accessories!,2
490,4495,38,Poor quality Accessories!,2
491,4229,89,Amazing Womens Sneakers!,4
492,886,304,Bad Dresses!,2
493,4873,259,Poor quality Mens Jackets!,1
494,972,367,Bad Accessories!,1
495,114,404,Average Mens Jackets.,3
496,2610,474,Satisfactory Pants.,3
497,29,10,Love this Womens Sneakers!,4
498,1072,79,Okay Shoes.,3
499,271,152,Too small Dresses!,1
500,4082,38,Bad Womens Sneakers!,1
501,4178,412,Bad Shirts!,1
502,3454,457,Very good Shirts!,4
503,2577,266,Too small Shoes!,1
504,1121,235,Too small Womens Sneakers!,1
505,1044,65,Too small Accessories!,1
506,2840,32,Very good Accessories!,4
507,3104,499,Not good Shoes!,2
508,2232,167,Satisfactory Accessories.,3
509,1286,411,Not good Shirts!,1
510,3192,98,Too small Mens Jackets!,2
511,1156,345,Too small Pants!,2
512,2819,314,Okay Shoes.,3
513,1858,402,Disappointed Pants!,2
514,1742,415,Disappointed Dresses!,1
515,1742,252,Bad Womens Sneakers!,1
516,4442,311,Okay Womens Sneakers.,3
517,1288,43,Too small Mens Jackets!,2
518,1409,385,Disappointed Mens Jackets!,1
519,1981,316,Poor quality Accessories!,1
520,3650,102,Too small Accessories!,2
521,3851,186,Not good Mens Jackets!,2
522,3121,75,Disappointed Dresses!,1
523,3518,226,Amazing Pants!,5
524,2294,275,Poor quality Mens Jackets!,1
525,1817,50,Great Dresses!,5
526,1101,381,Satisfactory Shirts.,3
527,1111,168,Great Accessories!,4
528,1184,329,Okay Shirts.,3
529,4010,229,Okay Pants.,3
530,4114,185,Great Dresses!,4
531,354,179,Great Mens Jackets!,5
532,4666,225,Okay Womens Sneakers.,3
533,1354,217,Not good Shirts!,1
534,3668,453,Excellent Dresses!,4
535,1801,323,Very good Mens Jackets!,4
536,4601,238,Poor quality Pants!,2
537,2622,42,Not good Pants!,1
538,391,238,Very good Dresses!,4
539,477,151,Excellent Shirts!,5
540,2316,48,Poor quality Accessories!,2
541,2098,400,Love this Shirts!,4
542,4023,422,Okay Accessories.,3
543,1272,450,Amazing Shirts!,4
544,3218,407,Not good Mens Jackets!,1
545,4139,384,Okay Womens Sneakers.,3
546,2635,461,Too small Shirts!,1
547,2550,67,Bad Shoes!,2
548,47,199,Satisfactory Shoes.,3
549,3926,300,Not good Shirts!,1
550,4072,90,Okay Shoes.,3
551,1084,359,Disappointed Accessories!,1
552,2617,327,Too small Pants!,2
553,4236,272,Poor quality Dresses!,1
554,1196,386,Okay Shirts.,3
555,2051,246,Very good Pants!,4
556,77,118,Average Mens Jackets.,3
557,1483,293,Very good Dresses!,5
558,3647,115,Poor quality Dresses!,2
559,1279,221,Average Pants.,3
560,1404,1,Bad Shoes!,2
561,4779,361,Okay Dresses.,3
562,1529,351,Poor quality Pants!,2
563,3134,475,Very good Dresses!,5
564,3527,417,Satisfactory Accessories.,3
565,4654,102,Excellent Mens Jackets!,4
566,2027,308,Very good Mens Jackets!,4
567,3069,460,Amazing Dresses!,5
568,4300,167,Amazing Mens Jackets!,4
569,703,360,Very good Shoes!,4
570,373,215,Excellent Shoes!,4
571,1419,321,Okay Pants.,3
572,3668,380,Satisfactory Accessories.,3
573,4636,4,Very good Mens Jackets!,4
574,2403,172,Disappointed Shirts!,2
575,3575,492,Amazing Shirts!,4
576,2028,130,Poor quality Pants!,1
577,3305,329,Poor quality Shoes!,1
578,2710,77,Love this Womens Sneakers!,4
579,2426,188,Amazing Shirts!,5
580,4016,157,Disappointed Dresses!,2
581,3410,58,Very good Pants!,5
582,1559,496,Very good Mens Jackets!,5
583,145,11,Love this Pants!,5
584,4800,194,Excellent Shoes!,4
585,1155,346,Disappointed Pants!,1
586,3413,401,Disappointed Dresses!,1
587,1587,440,Too small Mens Jackets!,1
588,3642,27,Too small Accessories!,2
589,862,145,Love this Womens Sneakers!,4
590,1697,174,Bad Accessories!,1
591,1448,269,Okay Pants.,3
592,4376,349,Disappointed Accessories!,1
593,1700,30,Not good Shirts!,1
594,4336,7,Satisfactory Dresses.,3
595,2144,362,Poor quality Shoes!,2
596,3073,349,Poor quality Accessories!,2
597,646,271,Great Accessories!,4
598,1439,486,Satisfactory Womens Sneakers.,3
599,4225,442,Very good Womens Sneakers!,4
600,4291,135,Too small Shirts!,1
601,1119,226,Disappointed Shoes!,1
602,4591,171,Love this Dresses!,4
603,407,310,Average Dresses.,3
604,3299,189,Excellent Dresses!,5
605,1164,303,Bad Dresses!,1
606,893,243,Amazing Shoes!,5
607,86,127,Satisfactory Shirts.,3
608,67,241,Poor quality Shoes!,2
609,936,4,Okay Accessories.,3
610,2264,381,Too small Accessories!,2
611,2275,300,Amazing Dresses!,4
612,4774,187,Excellent Shoes!,5
613,2264,21,Too small Accessories!,1
614,2757,454,Poor quality Dresses!,1
615,3880,417,Disappointed Pants!,1
616,4142,83,Okay Shirts.,3
617,2791,304,Average Womens Sneakers.,3
618,4552,308,Very good Mens Jackets!,4
619,4432,206,Not good Pants!,1
620,2189,303,Average Pants.,3
621,889,123,Average Accessories.,3
622,51,423,Disappointed Accessories!,1
623,4169,396,Love this Womens Sneakers!,5
624,2799,195,Too small Shirts!,2
625,2686,235,Amazing Shoes!,5
626,4326,121,Okay Shoes.,3
627,3445,362,Very good Mens Jackets!,5
628,4045,323,Excellent Accessories!,5
629,3679,24,Love this Pants!,4
630,1441,204,Disappointed Accessories!,1
631,4156,476,Great Mens Jackets!,5
632,2823,348,Poor quality Shoes!,1
633,884,342,Amazing Dresses!,4
634,2885,212,Too small Pants!,2
635,3576,470,Poor quality Pants!,2
636,1219,287,Bad Shoes!,1
637,953,103,Average Shoes.,3
638,2605,209,Excellent Accessories!,5
639,1256,85,Not good Pants!,2
640,3126,127,Very good Shoes!,4
641,3568,153,Excellent Mens Jackets!,5
642,1295,238,Too small Mens Jackets!,1
643,2412,100,Disappointed Pants!,2
644,426,81,Amazing Womens Sneakers!,5
645,1600,271,Satisfactory Mens Jackets.,3
646,682,119,Poor quality Mens Jackets!,1
647,1036,437,Satisfactory Pants.,3
648,2404,369,Bad Accessories!,2
649,3616,231,Disappointed Pants!,2
650,2666,321,Not good Mens Jackets!,1
651,2996,111,Bad Dresses!,1
652,3221,226,Bad Dresses!,2
653,2256,463,Not good Dresses!,1
654,914,404,Very good Womens Sneakers!,5
655,3772,424,Great Shirts!,4
656,3475,91,Very good Shirts!,4
657,501,130,Great Womens Sneakers!,4
658,3139,224,Great Mens Jackets!,4
659,2690,273,Excellent Shoes!,4
660,2118,269,Very good Shirts!,4
661,2777,164,Disappointed Accessories!,1
662,3940,143,Excellent Womens Sneakers!,4
663,124,264,Disappointed Accessories!,2
664,4761,95,Amazing Accessories!,4
665,3366,484,Average Pants.,3
666,3331,324,Love this Shoes!,5
667,659,188,Poor quality Dresses!,2
668,579,381,Excellent Womens Sneakers!,5
669,539,488,Okay Accessories.,3
670,2941,300,Average Shirts.,3
671,4451,243,Amazing Pants!,5
672,1320,205,Very good Pants!,5
673,1356,234,Not good Accessories!,1
674,1117,439,Average Womens Sneakers.,3
675,2363,56,Average Shoes.,3
676,1758,311,Poor quality Mens Jackets!,2
677,1,87,Great Accessories!,4
678,3106,65,Too small Dresses!,1
679,4045,140,Too small Dresses!,1
680,3957,95,Amazing Mens Jackets!,5
681,1370,190,Poor quality Dresses!,2
682,4414,4,Bad Shirts!,2
683,3034,340,Love this Shirts!,4
684,1929,164,Satisfactory Accessories.,3
685,113,385,Not good Shoes!,1
686,3433,327,Disappointed Shirts!,1
687,120,455,Amazing Womens Sneakers!,5
688,1614,93,Great Shirts!,5
689,1139,157,Average Pants.,3
690,4975,198,Great Pants!,4
691,1822,208,Love this Pants!,4
692,1947,426,Love this Dresses!,5
693,1286,137,Poor quality Mens Jackets!,2
694,3426,367,Excellent Dresses!,4
695,125,432,Disappointed Mens Jackets!,1
696,814,408,Not good Dresses!,1
697,3093,417,Poor quality Womens Sneakers!,2
698,934,179,Okay Womens Sneakers.,3
699,1784,67,Too small Dresses!,1
700,1953,401,Too small Shirts!,1
701,903,396,Amazing Shoes!,4
702,4206,89,Disappointed Dresses!,1
703,1628,78,Poor quality Shoes!,1
704,4886,294,Amazing Pants!,5
705,4872,76,Amazing Shoes!,4
706,775,96,Love this Accessories!,5
707,32,467,Okay Womens Sneakers.,3
708,1181,121,Great Shoes!,5
709,3177,98,Very good Shoes!,5
710,552,402,Satisfactory Dresses.,3
711,3479,288,Bad Shoes!,1
712,4742,314,Average Mens Jackets.,3
713,4200,6,Not good Shirts!,2
714,1182,120,Okay Accessories.,3
715,2062,298,Amazing Pants!,5
716,1577,122,Not good Shirts!,1
717,182,438,Very good Shoes!,5
718,1930,78,Not good Mens Jackets!,2
719,1135,118,Great Accessories!,4
720,1281,341,Bad Shirts!,2
721,213,201,Excellent Dresses!,4
722,2358,41,Too small Womens Sneakers!,2
723,4007,450,Bad Pants!,2
724,826,185,Very good Pants!,4
725,2151,24,Not good Pants!,2
726,1883,227,Average Mens Jackets.,3
727,2146,456,Disappointed Mens Jackets!,1
