ProductID,Category,Brand,Price,Season,PopularityScore
370,Womens Sneakers,Brand24,39.52,Summer,0.36
371,Mens Jackets,Brand16,6.59,Spring,0.53
372,Accessories,Brand14,17.6,Winter,0.12
373,Mens Jackets,Brand22,11.14,Fall,0.42
374,Mens Jackets,Brand30,12.91,Fall,0.36
375,Shirts,Brand1,39.98,Winter,0.18
376,Accessories,Brand20,22.21,Spring,0.89
377,Shirts,Brand23,12.4,Summer,0.15
378,Womens Sneakers,Brand26,14.96,Summer,0.64
379,Pants,Brand21,13.7,Summer,0.89
380,Shoes,Brand4,19.65,Summer,0.91
381,Shoes,Brand9,21.9,Winter,0.79
382,Shoes,Brand24,51.82,Spring,0.18
383,Womens Sneakers,Brand19,7.7,Spring,0.82
384,Accessories,Brand14,19.74,Fall,0.28
385,Dresses,Brand22,17.15,Fall,0.92
386,Womens Sneakers,Brand12,32.24,Spring,0.71
387,Mens Jackets,Brand30,23.98,Fall,0.79
388,Accessories,Brand30,26.98,Spring,0.09
389,Accessories,Brand28,23.87,Winter,0.58
390,Womens Sneakers,Brand4,12.6,Winter,0.82
391,Womens Sneakers,Brand7,36.8,Summer,0.86
392,Shirts,Brand17,29.94,Spring,0.03
393,Shirts,Brand1,31.75,Winter,0.94
394,Mens Jackets,Brand14,37.79,Spring,0.04
395,Accessories,Brand15,24.75,Fall,0.61
396,Shoes,Brand12,42.12,Spring,0.69
397,Dresses,Brand12,24.26,Summer,0.11
398,Dresses,Brand6,18.0,Summer,0.05
399,Accessories,Brand26,20.02,Winter,0.78
400,Mens Jackets,Brand27,19.85,Fall,0.38
401,Shoes,Brand29,15.49,Fall,0.11
402,Shirts,Brand13,45.42,Spring,0.76
403,Shirts,Brand16,23.29,Fall,0.85
404,Shirts,Brand14,21.06,Summer,0.59
405,Dresses,Brand7,24.39,Winter,0.16
406,Dresses,Brand29,89.11,Winter,0.02
407,Mens Jackets,Brand25,11.41,Winter,0.7
408,Dresses,Brand16,13.16,Fall,0.55
409,Womens Sneakers,Brand23,10.07,Fall,0.65
410,Dresses,Brand9,17.88,Summer,0.81
411,Shirts,Brand26,22.71,Spring,0.43
412,Mens Jackets,Brand14,15.92,Spring,0.12
413,Accessories,Brand25,15.33,Winter,0.94
414,Accessories,Brand30,21.57,Winter,0.55
415,Mens Jackets,Brand30,15.63,Fall,0.62
416,Womens Sneakers,Brand24,23.46,Winter,0.93
417,Accessories,Brand7,35.06,Summer,0.93
418,Shirts,Brand12,28.18,Summer,0.57
419,Accessories,Brand3,31.2,Winter,0.3
420,Accessories,Brand27,34.57,Winter,1.0
421,Shirts,Brand14,23.14,Winter,0.68
422,Dresses,Brand19,18.55,Winter,0.41
423,Womens Sneakers,Brand11,13.65,Winter,0.56
424,Shoes,Brand5,16.52,Summer,0.42
425,Shirts,Brand23,15.46,Spring,0.89
426,Shirts,Brand13,28.96,Summer,0.48
427,Pants,Brand28,23.89,Summer,0.82
428,Mens Jackets,Brand10,28.46,Winter,0.84
429,Womens Sneakers,Brand7,11.24,Spring,0.82
430,Dresses,Brand17,41.09,Winter,0.72
431,Pants,Brand16,16.22,Summer,0.85
432,Shoes,Brand8,11.59,Spring,0.39
433,Shirts,Brand17,16.13,Fall,0.11
434,Shoes,Brand13,69.54,Winter,0.84
435,Shoes,Brand30,16.55,Fall,0.5
436,Shoes,Brand11,17.07,Fall,0.13
437,Pants,Brand20,18.25,Fall,0.12
438,Dresses,Brand18,18.65,Fall,0.16
439,Pants,Brand5,13.59,Spring,0.75
440,Pants,Brand6,21.58,Winter,0.71
441,Pants,Brand20,34.39,Spring,0.2
442,Shirts,Brand14,23.5,Winter,0.85
443,Shirts,Brand12,11.52,Winter,0.28
444,Mens Jackets,Brand29,16.91,Winter,0.79
445,Accessories,Brand4,15.24,Spring,0.49
446,Womens Sneakers,Brand7,20.62,Summer,0.73
447,Mens Jackets,Brand11,39.06,Fall,0.38
448,Dresses,Brand20,18.64,Summer,0.35
449,Pants,Brand2,19.22,Summer,0.84
450,Shirts,Brand4,48.85,Summer,0.04
451,Pants,Brand7,31.13,Fall,0.97
452,Shirts,Brand1,26.76,Summer,0.65
453,Shoes,Brand15,53.47,Fall,0.43
454,Womens Sneakers,Brand20,25.66,Fall,0.63
455,Mens Jackets,Brand22,7.44,Fall,0.12
456,Mens Jackets,Brand24,30.46,Winter,0.51
457,Dresses,Brand8,9.06,Winter,0.99
458,Shoes,Brand29,25.18,Summer,0.24
459,Mens Jackets,Brand25,8.53,Winter,0.72
460,Mens Jackets,Brand5,15.9,Fall,0.43
461,Accessories,Brand14,16.75,Winter,0.65
462,Womens Sneakers,Brand18,13.67,Fall,0.2
463,Pants,Brand3,16.87,Spring,0.47
464,Mens Jackets,Brand2,33.66,Winter,0.98
465,Dresses,Brand25,14.06,Summer,0.2
466,Pants,Brand22,26.38,Spring,0.64
467,Shirts,Brand16,12.39,Spring,0.58
468,Shoes,Brand14,18.27,Winter,0.57
469,Shoes,Brand16,23.62,Winter,0.62
470,Mens Jackets,Brand11,12.2,Summer,0.5
471,Mens Jackets,Brand28,10.42,Spring,0.02
472,Pants,Brand17,25.69,Fall,0.9
473,Shirts,Brand3,35.22,Winter,0.83
474,Accessories,Brand23,19.31,Spring,0.17
475,Womens Sneakers,Brand23,15.98,Spring,0.41
476,Accessories,Brand5,21.71,Fall,0.77
477,Dresses,Brand3,20.65,Spring,0.98
478,Pants,Brand29,22.68,Winter,0.95
479,Mens Jackets,Brand15,5.67,Fall,0.9
480,Accessories,Brand23,11.77,Winter,0.16
481,Womens Sneakers,Brand5,13.16,Summer,0.91
482,Dresses,Brand22,21.66,Spring,0.88
483,Shoes,Brand3,22.04,Winter,0.38
484,Accessories,Brand6,27.61,Winter,0.39
485,Mens Jackets,Brand23,22.85,Summer,0.46
486,Womens Sneakers,Brand14,10.48,Spring,0.66
487,Mens Jackets,Brand24,41.41,Winter,0.26
488,Mens Jackets,Brand2,37.94,Fall,0.02
489,Dresses,Brand18,10.71,Winter,0.14
490,Womens Sneakers,Brand30,23.72,Winter,0.44
491,Shirts,Brand6,14.91,Winter,0.28
492,Shoes,Brand24,21.53,Winter,0.76
493,Mens Jackets,Brand5,34.01,Spring,0.11
494,Womens Sneakers,Brand14,58.27,Winter,0.92
495,Mens Jackets,Brand17,29.24,Summer,0.9
496,Accessories,Brand11,23.28,Winter,0.91
497,Accessories,Brand1,16.95,Fall,0.74
498,Womens Sneakers,Brand10,22.0,Fall,0.11
499,Shoes,Brand9,39.64,Winter,0.44
500,Dresses,Brand20,19.64,Winter,0.13
