CustomerID,Age,Gender,Location,LoyaltyStatus
812,27,Male,North,Silver
813,46,Male,West,Bronze
814,33,Female,Central,Silver
815,42,Female,West,Bronze
816,17,Male,East,Bronze
817,34,Other,Central,Bronze
818,40,Female,Central,Silver
819,32,Male,West,Silver
820,42,Female,East,Bronze
821,26,Female,Central,Gold
822,46,Female,North,Bronze
823,54,Male,West,Bronze
824,28,Female,West,Silver
825,27,Female,Central,Bronze
826,46,Male,East,Silver
827,47,Female,Central,Platinum
828,26,Female,South,Silver
829,27,Female,Central,Silver
830,29,Male,South,Silver
831,18,Female,North,Bronze
832,22,Female,West,Silver
833,21,Male,West,Bronze
834,24,Male,East,Platinum
835,31,Female,Central,Bronze
836,34,Female,North,Silver
837,47,Male,South,Gold
838,22,Female,East,Gold
839,41,Male,North,Platinum
840,29,Female,North,Silver
841,31,Other,South,Bronze
842,38,Female,South,Gold
843,20,Male,West,Bronze
844,35,Female,Central,Bronze
845,33,Male,East,Silver
846,36,Male,Central,Silver
847,34,Female,East,Gold
848,56,Female,North,Platinum
849,25,Male,South,Gold
850,26,Female,South,Bronze
851,25,Female,North,Silver
852,26,Male,North,Gold
853,25,Female,East,Platinum
854,43,Female,North,Bronze
855,46,Female,East,Bronze
856,26,Female,Central,Gold
857,23,Female,South,Bronze
858,36,Male,South,Silver
859,26,Female,South,Bronze
860,38,Female,Central,Silver
861,34,Male,Central,Silver
862,16,Female,West,Bronze
863,47,Female,East,Silver
864,49,Female,East,Bronze
865,25,Male,West,Bronze
866,28,Male,South,Bronze
867,34,Female,East,Silver
868,35,Male,East,Bronze
869,38,Female,South,Silver
870,52,Male,North,Silver
871,30,Male,North,Silver
872,24,Male,West,Silver
873,18,Male,Central,Silver
874,24,Female,East,Bronze
875,31,Female,East,Silver
876,49,Male,West,Bronze
877,26,Male,West,Gold
878,34,Female,East,Gold
879,31,Male,South,Bronze
880,43,Female,South,Silver
881,57,Female,Central,Gold
882,26,Female,East,Bronze
883,27,Female,East,Silver
884,42,Female,East,Bronze
885,38,Female,East,Silver
886,50,Male,West,Gold
887,37,Male,North,Silver
888,28,Male,East,Silver
889,37,Female,North,Gold
890,43,Other,South,Silver
891,40,Female,Central,Silver
892,37,Male,South,Silver
893,42,Female,East,Silver
894,43,Male,South,Gold
895,45,Male,West,Platinum
896,38,Male,North,Gold
897,30,Male,East,Silver
898,33,Female,West,Bronze
899,44,Male,North,Gold
900,23,Female,West,Silver
901,35,Female,South,Gold
902,28,Female,East,Bronze
903,32,Female,South,Gold
904,44,Male,Central,Bronze
905,33,Female,East,Bronze
906,32,Female,South,Silver
907,18,Male,East,Silver
908,39,Female,North,Bronze
909,38,Male,East,Silver
910,53,Male,East,Bronze
911,28,Female,North,Bronze
912,34,Female,South,Bronze
913,34,Male,East,Gold
914,47,Female,West,Bronze
915,31,Female,East,Bronze
916,34,Female,South,Silver
917,38,Male,North,Silver
918,33,Female,South,Gold
919,27,Male,Central,Gold
920,33,Female,East,Gold
921,42,Male,East,Bronze
922,21,Male,North,Silver
923,33,Female,East,Silver
924,24,Male,West,Bronze
925,43,Male,West,Bronze
926,16,Male,South,Silver
927,26,Female,North,Bronze
928,35,Male,Central,Platinum
929,47,Female,South,Gold
930,31,Male,North,Bronze
931,26,Male,North,Bronze
932,50,Male,South,Platinum
933,17,Female,South,Bronze
934,10,Male,East,Gold
935,36,Male,Central,Silver
936,26,Other,West,Gold
937,21,Female,East,Silver
938,39,Male,North,Bronze
939,34,Male,Central,Bronze
940,26,Female,Central,Silver
941,19,Male,South,Gold
942,40,Male,Central,Bronze
943,38,Female,Central,Silver
944,31,Female,North,Bronze
945,50,Female,East,Gold
946,21,Male,Central,Gold
947,16,Male,South,Bronze
948,25,Female,East,Bronze
949,31,Male,South,Bronze
950,34,Female,Central,Silver
951,29,Female,East,Silver
952,35,Male,Central,Bronze
953,19,Female,North,Platinum
954,46,Female,East,Silver
955,31,Female,South,Silver
956,43,Male,North,Bronze
957,35,Male,West,Bronze
958,36,Female,South,Silver
959,37,Male,Central,Silver
960,36,Other,South,Silver
961,38,Male,West,Gold
962,45,Female,South,Silver
963,33,Male,North,Bronze
964,39,Female,South,Gold
965,31,Male,East,Silver
966,46,Male,West,Bronze
967,25,Male,South,Bronze
968,50,Female,West,Gold
969,31,Male,North,Gold
970,17,Female,East,Bronze
971,33,Female,Central,Bronze
972,25,Male,South,Silver
973,40,Female,North,Gold
974,25,Male,West,Bronze
975,27,Other,West,Gold
976,13,Female,North,Bronze
977,27,Male,South,Bronze
978,7,Male,Central,Bronze
979,16,Male,South,Bronze
980,39,Other,East,Bronze
981,39,Male,South,Gold
982,36,Female,East,Bronze
983,22,Male,West,Bronze
984,31,Female,East,Bronze
985,31,Male,Central,Gold
986,20,Female,North,Gold
987,47,Female,East,Bronze
988,40,Female,South,Silver
989,29,Male,East,Bronze
990,32,Male,West,Silver
991,34,Male,East,Bronze
992,11,Female,Central,Silver
993,29,Male,East,Silver
994,25,Female,Central,Silver
995,21,Male,South,Bronze
996,29,Female,West,Bronze
997,49,Female,North,Silver
998,38,Female,South,Silver
999,26,Male,South,Bronze
1000,37,Male,North,Gold
1001,45,Male,East,Silver
1002,41,Male,East,Bronze
1003,32,Female,East,Bronze
1004,25,Female,West,Platinum
1005,38,Female,South,Bronze
1006,35,Male,Central,Gold
1007,40,Female,North,Silver
1008,38,Female,South,Bronze
1009,42,Female,East,Silver
1010,26,Male,North,Bronze
1011,45,Female,Central,Bronze
1012,33,Female,South,Bronze
1013,52,Female,South,Gold
1014,25,Female,West,Silver
1015,49,Male,South,Bronze
1016,33,Male,South,Bronze
1017,25,Female,Central,Silver
1018,27,Female,Central,Bronze
1019,28,Male,North,Bronze
